mag,inj,fat,loss,slat,slon,elat,elon,len,wid,TMAX,TMIN,PRCP,SNOW,tornado_occurrence,AWND,WSFI,WSFM,WSFG,WDFG,WSF1,WSF2,WSF5,WDF1,WDF2,WDF5,WDFI,WDFM,WT03,WT11,ACMH,hour,minute,year,month,day,day_of_week,is_weekend,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,part_of_day_Night,part_of_day_Morning,part_of_day_Afternoon,part_of_day_Evening
-1.0,-1.0,-1.0,-1.0,35.81150619385227,-96.43072763151946,35.81150619385227,-96.43072763151946,-1.0,-1.0,21.9,7.7,0.0,0.0,0.0,4.0,9.5,7.6,8.2,270.0,8.0,7.6,9.8,-69.99999999999997,-4.530509156437179,4.829217342540004,-30.000000000000004,-44.99999999999999,1.0,0.0,50.0,19,34,1989,5,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,32.01707574327969,-96.35068476635676,32.01707574327969,-96.35068476635676,-1.0,-1.0,26.7,12.8,0.0,0.0,0.0,2.5,8.4,7.6,0.0,225.0,8.0,6.3,8.1,-59.99999999999999,18.747237251037504,62.182957205385726,-22.99999999999999,-44.99999999999999,1.0,1.0,50.0,10,8,1975,6,21,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,36.03663182843491,-102.8359133165814,36.03663182843491,-102.8359133165814,-1.0,-1.0,13.3,8.8,12.8,0.0,0.0,4.0,9.5,7.6,10.8,90.0,8.9,7.6,9.8,90.0,-40.00000000000002,-1.4033418597069754e-14,-36.60346217883641,-45.00000000000001,1.0,1.0,100.0,14,24,1997,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,30.91279290381093,-103.9990258501698,30.91279290381093,-103.9990258501698,-1.0,-1.0,38.6,16.4,0.0,0.0,0.0,4.0,9.5,8.0,8.2,90.0,6.7,7.6,9.8,6.54633718571199,-59.99999999999997,-59.99999999999997,43.336817848499074,64.47122063449069,1.0,1.0,40.0,0,17,2020,7,17,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,30.4643313093524,-103.7586373515902,30.4643313093524,-103.7586373515902,-1.0,-1.0,31.8,8.2,0.0,0.0,0.0,2.9,6.6,7.6,8.9,270.0,8.0,6.3,8.5,52.30155366912356,-59.99999999999997,-59.99999999999997,-36.42861178730208,8.421058118149418,1.0,1.0,50.0,20,25,2001,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,26.63961695731018,-95.2069514330942,26.63961695731018,-95.2069514330942,-1.0,-1.0,41.6,16.4,0.0,0.0,0.0,4.0,10.7,13.9,18.5,45.0,10.7,7.6,9.8,7.016709298534877e-15,-22.05143289992637,-57.26930134901484,-45.00000000000001,44.99999999999999,1.0,1.0,50.0,2,40,1966,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,34.16045240283058,-102.17927398097126,34.16045240283058,-102.17927398097126,-1.0,-1.0,34.0,24.0,0.0,0.0,0.0,4.1,12.9,7.6,4.5,315.0,8.0,11.2,11.2,8.626926558678628,50.0,30.0,36.03187907247055,16.42994018944455,1.0,1.0,40.0,1,1,1981,8,13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,35.44372289085037,-98.67612169717698,35.44372289085037,-98.67612169717698,-1.0,-1.0,30.6,10.6,0.0,0.0,0.0,3.0,9.5,7.6,42.9,338.0,8.0,7.6,10.7,-64.81829825704054,-59.93600111472478,-14.787577601035512,-35.66683597471312,-21.449771009273466,1.0,1.0,30.0,0,1,2009,3,14,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,26.638795686355568,-103.71113375765484,26.638795686355568,-103.71113375765484,-1.0,-1.0,28.6,11.4,0.0,0.0,0.0,4.0,9.5,7.6,6.2,180.0,8.0,7.6,9.8,3.477794899659691,-8.052292947705764,20.97907553897824,22.399134324543336,-53.58494605156312,1.0,1.0,70.0,0,52,2004,9,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,30.551805383274427,-96.0750189617624,30.551805383274427,-96.0750189617624,-1.0,-1.0,25.2,9.4,0.8,0.0,0.0,4.0,9.5,11.2,11.8,45.0,12.5,7.6,9.8,-8.052292947705796,-30.00000000000001,-20.0,-11.89043658461577,14.477512185929912,1.0,0.0,40.0,9,59,1972,9,9,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,32.59876141117391,-98.37114809508093,32.59876141117391,-98.37114809508093,-1.0,-1.0,16.5,1.0,0.0,0.0,0.0,2.4,8.3,7.6,10.8,90.0,8.0,7.2,10.3,-19.999999999999996,22.521012118111,-29.999999999999996,-49.60304367310914,-45.00000000000001,1.0,1.0,50.0,23,59,2010,7,22,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,26.625371617623763,-97.99613884428396,26.625371617623763,-97.99613884428396,-1.0,-1.0,19.2,13.5,4.5,0.0,0.0,5.9,9.5,7.6,29.5,240.0,8.0,10.3,11.6,18.74723725103751,20.0,10.0,44.99999999999999,-45.00000000000001,1.0,1.0,80.0,5,42,1986,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,35.84307342682857,-105.6898413869833,35.84307342682857,-105.6898413869833,-1.0,-1.0,20.0,7.4,2.0,0.0,0.0,4.0,34.0,8.0,12.3,90.0,5.8,7.6,9.8,-19.999999999999996,-43.07951714187094,-40.000000000000014,-67.00000000000003,90.0,1.0,0.0,40.0,6,18,1975,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,27.58887958815531,-98.0862590644543,27.58887958815531,-98.0862590644543,-1.0,-1.0,24.0,9.4,0.0,0.0,0.0,4.2,9.5,9.4,13.9,50.0,10.7,7.6,9.8,50.0,-57.99476724009968,-7.86318410398365,22.00000000000001,-90.0,1.0,1.0,60.0,22,10,2005,4,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,31.635861069336183,-99.94977918179826,31.635861069336183,-99.94977918179826,-1.0,-1.0,21.7,10.6,8.6,0.0,0.0,4.0,17.0,10.7,12.9,90.0,4.0,7.6,9.8,-40.00000000000002,-58.5250511108145,-58.5250511108145,-67.00000000000003,90.0,1.0,1.0,20.0,13,36,1995,4,15,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,31.321142346186864,-105.34931283952776,31.321142346186864,-105.34931283952776,-1.0,-1.0,36.8,12.7,0.0,0.0,0.0,4.0,11.2,10.3,12.9,90.0,11.6,7.6,9.8,-1.2722218725854067e-14,-19.999999999999996,-19.999999999999996,-30.00000000000001,-8.421058118149423,1.0,1.0,100.0,23,2,1966,9,30,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,29.03295779470381,-104.77617538988204,29.03295779470381,-104.77617538988204,-1.0,-1.0,20.9,7.4,0.0,0.0,0.0,4.0,9.5,7.6,10.3,260.0,8.0,7.6,9.8,43.10598709942667,-49.99999999999999,-39.99999999999999,1.1027031459949994,25.10409025022139,1.0,1.0,50.0,11,32,1957,7,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,31.575150481108142,-103.03459109580255,31.575150481108142,-103.03459109580255,-1.0,-1.0,27.7,15.1,0.0,0.0,0.0,4.6,6.2,7.6,6.7,110.0,8.0,8.1,8.1,79.99999999999999,6.408646309813532,2.110887807028983,90.0,44.99999999999999,1.0,0.0,60.0,18,39,2020,4,17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,36.220879748716605,-106.40004825244564,36.220879748716605,-106.40004825244564,-1.0,-1.0,19.9,10.0,0.0,0.0,0.0,4.0,9.5,7.6,11.8,260.0,8.0,7.6,9.8,11.040984041941911,-79.99999999999999,-69.99999999999997,-11.118996441319991,14.477512185929914,1.0,0.0,50.0,13,27,2001,10,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,31.042485256314947,-98.56100562466364,31.042485256314947,-98.56100562466364,-1.0,-1.0,16.9,6.5,0.0,0.0,0.0,3.1,12.0,7.6,6.7,45.0,8.0,7.6,10.3,-40.00000000000002,3.477794899659697,1.5663591245103354,-90.0,44.99999999999999,1.0,1.0,50.0,20,39,1978,8,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,35.80481866184135,-99.7032086950144,35.80481866184135,-99.7032086950144,-1.0,-1.0,16.6,11.4,0.0,0.0,0.0,4.0,9.5,14.8,8.2,90.0,6.3,7.6,9.8,-30.00000000000003,12.240295486395205,-29.498704231103662,7.016709298534877e-15,90.0,1.0,1.0,63.0,21,32,1973,5,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,35.6523746185751,-101.11912577076092,35.6523746185751,-101.11912577076092,-1.0,-1.0,20.0,14.8,0.0,0.0,0.0,4.0,13.0,10.7,14.9,270.0,10.3,7.6,9.8,-30.00000000000001,-2.975157256196492,37.24410496696652,52.09254586102578,7.016709298534877e-15,1.0,0.0,100.0,18,1,1990,8,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,29.94710926544474,-105.79771728538816,29.94710926544474,-105.79771728538816,-1.0,-1.0,24.0,8.0,0.0,0.0,0.0,11.1,9.5,4.9,15.9,45.0,8.0,7.6,9.8,-79.99999999999999,-66.40586763870657,-42.94058454669408,-51.15894016109526,-45.00000000000001,1.0,1.0,50.0,20,24,1981,4,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,27.5461189055292,-102.49631827106435,27.5461189055292,-102.49631827106435,-1.0,-1.0,10.6,5.0,8.9,0.0,0.0,4.0,9.5,7.6,5.1,260.0,8.0,7.6,9.8,-54.46865223719584,-19.999999999999996,9.999999999999996,8.439624269274383,-20.70481105463543,1.0,1.0,70.0,3,14,2001,11,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,31.2113616627491,-96.66443939579268,31.2113616627491,-96.66443939579268,-1.0,-1.0,26.6,11.1,0.0,0.0,0.0,4.0,9.5,7.6,7.7,290.0,8.0,7.6,9.8,-39.27345020734956,-50.7614485743872,-41.40347978835516,-18.22182173608046,44.99999999999999,1.0,1.0,50.0,15,26,2010,1,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,34.816016696070285,-98.66195549275622,34.816016696070285,-98.66195549275622,-1.0,-1.0,18.6,7.8,0.2,0.0,0.0,4.0,15.2,10.7,15.4,40.0,12.5,7.6,9.8,79.99999999999999,0.0,-50.000000000000014,-25.63568238176995,-13.633022225366409,1.0,0.0,20.0,2,7,1974,4,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,35.70574559942137,-104.4706300983008,35.70574559942137,-104.4706300983008,-1.0,-1.0,17.2,3.3,0.2,0.0,0.0,0.0,5.4,7.6,0.0,45.0,8.0,5.8,8.5,30.0,4.608594996522557,4.608594996522557,-47.79971147185575,45.00000000000001,1.0,1.0,100.0,5,54,2014,9,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,25.95489396510008,-95.29334534661707,25.95489396510008,-95.29334534661707,-1.0,-1.0,15.1,6.4,17.5,0.0,0.0,4.0,9.5,6.7,11.3,315.0,9.4,7.6,9.8,-50.000000000000014,23.03658229409948,21.80949609225421,-1.637245077777766,-45.00000000000001,1.0,0.0,50.0,5,51,2020,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,28.57443062007954,-102.73566360975576,28.57443062007954,-102.73566360975576,-1.0,-1.0,18.4,1.5,0.0,0.0,0.0,2.4,9.5,7.6,32.6,225.0,8.0,9.4,10.7,26.387799961243,-55.94989530392127,-59.99999999999999,-1.4033418597069754e-14,-6.3793702084428165,1.0,1.0,50.0,0,12,1982,5,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,27.11551497211885,-94.51863133609218,27.11551497211885,-94.51863133609218,-1.0,-1.0,14.7,6.9,1.4,0.0,0.0,4.3,9.5,6.3,10.3,180.0,7.2,7.6,9.8,16.612423503749614,14.71429181419384,14.71429181419384,51.303243933080864,90.0,1.0,1.0,20.0,6,11,1968,8,29,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,29.81759380236685,-96.87710926740432,29.81759380236685,-96.87710926740432,-1.0,-1.0,17.2,7.2,0.0,0.0,0.0,4.5,5.0,7.6,0.0,270.0,8.0,8.9,8.1,2.8654378628952424,-49.99999999999999,-49.99999999999999,53.05033546673914,8.421058118149418,1.0,1.0,50.0,3,55,1950,9,22,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,27.57458901059032,-95.69187255523036,27.57458901059032,-95.69187255523036,-1.0,-1.0,17.8,2.8,0.0,0.0,0.0,2.7,5.2,7.6,10.8,90.0,8.0,6.3,6.7,90.0,-15.188924379936502,-3.1805546814635168e-15,-3.5083546492674388e-15,-90.0,1.0,1.0,30.0,21,16,1955,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,30.183670835834302,-103.6465111869758,30.183670835834302,-103.6465111869758,-1.0,-1.0,24.4,10.5,0.0,0.0,0.0,5.9,9.5,5.8,9.3,90.0,7.6,4.9,6.3,-80.00000000000003,-59.99999999999997,-49.99999999999999,37.85533647479426,-1.4033418597069754e-14,1.0,0.0,20.0,15,13,2012,11,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,26.7892091117013,-93.67521314067965,26.7892091117013,-93.67521314067965,-1.0,-1.0,28.2,13.5,0.0,0.0,0.0,3.2,4.1,7.6,5.8,338.0,8.0,6.7,8.0,51.22356995003625,-40.00000000000001,-48.07473051604288,-49.81925799702092,-45.00000000000001,1.0,1.0,80.0,8,12,1993,12,16,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-1.0,-1.0,-1.0,-1.0,32.398534722110526,-101.6761979113328,32.398534722110526,-101.6761979113328,-1.0,-1.0,24.0,9.3,0.8,0.0,0.0,4.0,11.6,15.6,19.5,90.0,6.3,7.6,9.8,-15.188924379936502,38.72818296311575,47.77467758475142,-6.125064145031312,58.60028519008095,1.0,1.0,50.0,4,22,2020,1,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,28.582358459187567,-96.83551671142146,28.582358459187567,-96.83551671142146,-1.0,-1.0,19.0,2.0,0.0,0.0,0.0,4.0,8.0,8.0,10.3,315.0,5.8,7.6,9.8,-40.00000000000002,-39.85570743161874,-39.85570743161874,-43.41701870279389,-45.00000000000001,1.0,0.0,30.0,22,50,1976,5,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,34.696341279266754,-104.7540261062867,34.696341279266754,-104.7540261062867,-1.0,-1.0,15.3,6.1,0.8,0.0,0.0,4.7,11.0,7.6,12.5,90.0,8.0,13.4,16.1,-79.99999999999999,-45.331953188975966,-19.078122813086463,90.0,90.0,1.0,0.0,50.0,10,20,1969,8,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,28.836540880199625,-98.60373797885264,28.836540880199625,-98.60373797885264,-1.0,-1.0,25.0,15.5,0.0,0.0,0.0,1.9,9.5,5.8,6.2,90.0,7.6,7.6,9.8,9.391285802043493,90.0,50.0,-36.29201823744478,30.000000000000004,1.0,1.0,40.0,14,16,2020,3,22,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,36.259307104774535,-98.3001814964669,36.259307104774535,-98.3001814964669,-1.0,-1.0,19.1,4.2,0.0,0.0,0.0,17.5,4.6,7.6,10.8,50.0,8.0,11.2,18.3,21.5839058289428,-80.00000000000003,10.0,-38.17916381368306,-7.936249514494571,1.0,0.0,50.0,23,50,1999,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,27.8908846552269,-95.79404108508132,27.8908846552269,-95.79404108508132,-1.0,-1.0,17.5,8.5,0.4,0.0,0.0,2.1,9.5,7.6,7.2,90.0,8.0,7.6,9.4,30.0,7.400142430101541,19.16752916033685,-45.00000000000001,90.0,1.0,0.0,30.0,10,21,1973,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,29.47060819355996,-99.03023788432296,29.47060819355996,-99.03023788432296,-1.0,-1.0,35.1,15.6,0.0,0.0,0.0,4.0,9.5,4.0,9.8,113.0,7.6,7.6,9.8,30.710220766102186,-41.30279903186506,-63.60118951433417,-43.66825738732284,-13.63302222536642,1.0,1.0,50.0,7,37,1983,4,27,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,32.51108584649444,-97.37373022157476,32.51108584649444,-97.37373022157476,-1.0,-1.0,43.7,20.2,0.0,0.0,0.0,4.0,9.5,7.6,8.9,270.0,8.0,7.6,9.8,79.99999999999999,-16.89265879939663,-30.881111895219373,-8.770886623168595e-15,-20.704811054635424,1.0,1.0,50.0,13,19,1967,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,35.48908558778846,-94.57802462271192,35.48908558778846,-94.57802462271192,-1.0,-1.0,15.9,8.4,7.4,0.0,0.0,4.0,14.3,6.7,9.8,90.0,8.0,7.6,9.8,-40.00000000000002,-19.9512890613747,-52.63604466407261,-67.00000000000003,90.0,1.0,0.0,40.0,13,26,1957,5,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,27.5595264978304,-98.56054330144887,27.5595264978304,-98.56054330144887,-1.0,-1.0,15.5,3.0,4.6,0.0,0.0,1.3,9.2,7.6,0.0,270.0,8.0,6.3,10.3,44.95797576377801,-1.4033418597069754e-14,-1.4033418597069754e-14,-48.675102345348186,-34.97530385109732,1.0,1.0,50.0,3,1,1955,6,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,29.50581335347201,-93.7890670094026,29.50581335347201,-93.7890670094026,-1.0,-1.0,16.4,13.3,14.2,0.0,0.0,7.6,9.5,7.2,11.8,90.0,8.0,7.6,9.8,-4.097541569338355,-50.000000000000014,-40.00000000000002,-34.28430022622513,-54.77981148967172,1.0,1.0,50.0,4,5,1989,5,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,29.65946152445347,-97.78070067756556,29.65946152445347,-97.78070067756556,-1.0,-1.0,18.3,12.2,1.3,0.0,0.0,4.3,5.7,7.6,10.8,90.0,8.0,11.2,9.4,38.26243911320076,-40.00000000000002,70.0,-11.36129112720788,7.016709298534877e-15,1.0,1.0,50.0,4,43,1955,4,23,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,31.128441021434902,-100.68750152390886,31.128441021434902,-100.68750152390886,-1.0,-1.0,15.5,8.9,0.4,0.0,0.0,3.4,10.2,7.6,10.8,90.0,8.0,9.8,12.5,55.22456333028107,-19.999999999999996,-50.000000000000014,44.20882711262973,-45.00000000000001,1.0,1.0,100.0,22,7,2002,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,26.488677486790547,-94.84411651641226,26.488677486790547,-94.84411651641226,-1.0,-1.0,21.5,13.5,0.0,0.0,0.0,5.8,7.9,7.6,10.8,135.0,8.0,8.1,11.2,-14.794215510638429,-40.00000000000002,-30.00000000000003,23.0,25.528779365509312,1.0,1.0,20.0,7,52,1988,8,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-1.0,-1.0,-1.0,-1.0,36.421128962244055,-100.04866514741236,36.421128962244055,-100.04866514741236,-1.0,-1.0,39.8,24.9,0.0,0.0,0.0,3.6,15.2,7.6,17.9,338.0,8.0,7.2,8.5,-7.985271782898451,36.34597652542413,64.68980070855503,41.47354631576708,6.768101368690585,1.0,1.0,50.0,23,32,1950,4,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.0,-1.0,-1.0,-1.0,26.50865556714793,-97.22216560664752,26.50865556714793,-97.22216560664752,-1.0,-1.0,40.1,19.5,0.0,0.0,0.0,4.0,10.7,2.2,10.8,90.0,6.7,7.6,9.8,0.3677140743977824,-30.00000000000001,9.999999999999996,29.66808512880701,-45.00000000000001,1.0,1.0,100.0,3,55,2022,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.0,-1.0,-1.0,-1.0,30.413410647539617,-98.62689079126297,30.413410647539617,-98.62689079126297,-1.0,-1.0,26.4,15.9,0.0,0.0,0.0,4.0,9.5,7.6,8.5,270.0,8.0,7.6,9.8,-21.93880607254588,-40.00000000000002,-59.99999999999999,-38.59647890857203,-44.99999999999999,1.0,1.0,50.0,17,30,2018,10,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.0,-1.0,-1.0,-1.0,33.14527863489658,-99.32271582999545,33.14527863489658,-99.32271582999545,-1.0,-1.0,16.0,6.3,0.0,0.0,0.0,4.0,9.5,7.6,18.5,270.0,8.0,7.6,9.8,68.45304887057479,-49.99999999999999,-49.99999999999999,10.621750356400518,20.704811054635428,1.0,1.0,50.0,5,12,1957,6,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
